,Date / Time,City,State,Shape,Shape,views
874,6/1/98 17:00,Toledo,OH,Oval,Oval,3862
875,6/1/98 16:30,Colville,WA,Other,Other,5932
876,6/1/98 14:00,Boston,MA,Disk,Disk,4300
877,6/1/98 14:00,West Richland,WA,Oval,Oval,3862
878,6/1/98 14:00,West Plains,MO,Triangle,Triangle,8330
879,6/1/98 12:30,Los Angeles,CA,Disk,Disk,4300
880,6/1/98 12:00,Bozeman,MT,Disk,Disk,4300
881,6/1/98 11:00,Kelseyville,CA,Triangle,Triangle,8330
882,6/1/98 10:30,Winston-Salem (north of),NC,Circle,Circle,9315
883,6/1/98 10:00,Ellensburg,WA,Light,Light,18879
884,6/1/98 09:30,Wilmington,DE,Oval,Oval,3862
885,6/1/98 02:00,Pensacola Beach,FL,Light,Light,18879
886,6/1/98 02:00,Nipomo,CA,Light,Light,18879
887,6/1/98 01:00,Danville,OH,Disk,Disk,4300
888,6/1/98 01:00,Mechanicsburg,OH,Oval,Oval,3862
889,6/1/98 01:00,Bakersfield,CA,Triangle,Triangle,8330
890,6/1/98 00:15,Denver,CO,Circle,Circle,9315
891,6/1/98,Andrews,NC,Cylinder,Cylinder,1370
892,7/31/98 04:00,Grass Valley,CA,Light,Light,18879
893,7/31/98 03:30,Las Vegas,NV,Triangle,Triangle,8330
894,7/31/98 00:00,San Diego,CA,Other,Other,5932
895,7/30/98 23:45,Auanga,CA,Circle,Circle,9315
896,7/30/98 22:00,St. Helen,MI,Circle,Circle,9315
897,7/29/98 00:15,Aloha,OR,Light,Light,18879
898,7/28/98 22:00,"Tulare (close to, on I-5)",CA,Rectangle,Rectangle,1436
899,7/28/98 18:45,Bristol,VA,Disk,Disk,4300
900,7/28/98 18:10,Bristol,VA,Disk,Disk,4300
901,7/28/98 10:56,Omaha,NE,Triangle,Triangle,8330
902,7/28/98 01:30,Yuma,AZ,Triangle,Triangle,8330
903,7/27/98 21:13,Castle Creek,NY,Circle,Circle,9315
904,7/27/98 04:40,Charleston,WV,Fireball,Fireball,7536
905,7/27/98 03:00,Southampton,NY,Changing,Changing,2275
906,7/26/98 23:23,Corte Madera,CA,Triangle,Triangle,8330
907,7/26/98 21:30,Ballston Spa,NY,Oval,Oval,3862
908,7/26/98 18:25,Portland,OR,Cylinder,Cylinder,1370
909,7/26/98 00:30,Erie,PA,Light,Light,18879
910,7/25/98 22:00,Tucson,AZ,Light,Light,18879
911,7/25/98 22:00,"Cascade Range (central, near north sister)",OR,Light,Light,18879
912,7/25/98 21:00,Vancouver,WA,Triangle,Triangle,8330
913,7/25/98 20:00,Moscow Mills,MO,Cigar,Cigar,1896
914,7/25/98 18:30,Jefferson (near),CO,Oval,Oval,3862
915,7/25/98 16:30,Tigard (suburb of Portland),OR,Oval,Oval,3862
916,7/24/98 23:30,Seely Lake (near),MT,Light,Light,18879
917,7/24/98 22:55,"Tucson (due N, low below an a/c)",AZ,Fireball,Fireball,7536
918,7/24/98 14:30,"Washington, D.C. (Capitol Hill)",DC,Cigar,Cigar,1896
919,7/24/98 01:40,Portland,ME,Other,Other,5932
920,7/23/98 22:30,Fort Smith (about 20 miles SW),AR,Light,Light,18879
921,7/23/98,"Hubbard, (approx 30 mi. south of Portland",OR,Other,Other,5932
922,7/22/98 17:43,Athens,AL,Disk,Disk,4300
923,7/21/98 21:45,Leo,IN,Light,Light,18879
924,7/21/98 21:00,Houston,TX,Other,Other,5932
925,7/21/98 12:00,Rochester,NY,Other,Other,5932
926,7/21/98 02:00,Mohrsville/Centerport,PA,Formation,Formation,2864
927,7/20/98 22:00,Sun City,CA,Formation,Formation,2864
928,7/20/98 22:00,Canton,MI,Fireball,Fireball,7536
929,7/20/98 21:00,Clearfield,IA,Sphere,Sphere,5884
930,7/20/98 21:00,Pembroke Pines,FL,Triangle,Triangle,8330
931,7/20/98 21:00,Callaway,MN,Fireball,Fireball,7536
932,7/20/98 20:00,Brownstown,MI,Light,Light,18879
933,7/20/98 18:30,Romulus (Metro Airport),MI,Formation,Formation,2864
934,7/20/98 12:00,Des Moines,IA,Other,Other,5932
935,7/20/98 02:00,"Tinley Park/I-57 (Between, on I 80)",IL,Light,Light,18879
936,7/20/98 01:00,Ogden (northeast of),UT,Disk,Disk,4300
937,7/19/98 15:00,Newberry,MI,Cylinder,Cylinder,1370
938,7/19/98 05:00,Winchendon,MA,Sphere,Sphere,5884
939,7/18/98 22:00,Rimrock Lake,WA,Formation,Formation,2864
940,7/18/98 10:07,Longmont,CO,Triangle,Triangle,8330
941,7/18/98 02:15,Chandler,AZ,Light,Light,18879
942,7/17/98 22:51,Portland,OR,Light,Light,18879
943,7/17/98 22:00,"Tukwila (Viewed from, looking east)",WA,Light,Light,18879
944,7/17/98 22:00,Fort Lauderdale,FL,Flash,Flash,1684
945,7/17/98 16:00,Cleveland,OH,Other,Other,5932
946,7/17/98 07:45,Indianapolis (Carmel),IN,Sphere,Sphere,5884
947,7/17/98 02:10,"Jacksonville (Interstate 10, heading E)",FL,Diamond,Diamond,1313
948,7/17/98 02:02,"Jacksonville (I-10 Milemarker 238, heading E)",FL,Other,Other,5932
949,7/17/98 02:00,"Jacksonville (I-10, 10 Milemarker 235, Heading E)",FL,Light,Light,18879
950,7/16/98 23:00,Carson City,NV,Sphere,Sphere,5884
951,7/16/98 22:00,Pine Bush,NY,Sphere,Sphere,5884
952,7/16/98 15:00,Puyallup,WA,Other,Other,5932
953,7/16/98 09:30,Muscatine,IA,Oval,Oval,3862
954,7/15/98 23:30,Whitehall,MI,Light,Light,18879
955,7/15/98 23:30,Salem,NH,Circle,Circle,9315
956,7/15/98 22:30,Killeen/Willow Springs (area),TX,Flash,Flash,1684
957,7/15/98 22:30,Chapel Hill,TN,Formation,Formation,2864
958,7/15/98 22:00,Lynnwood,WA,Triangle,Triangle,8330
959,7/15/98 21:30,Chiricahua Mountains,AZ,Circle,Circle,9315
960,7/15/98 21:30,Scales Mound,IL,Light,Light,18879
961,7/15/98 21:00,Medford,OR,Circle,Circle,9315
962,7/15/98 20:00,McMinnville,TN,Oval,Oval,3862
963,7/15/98 19:00,Sterling,VA,Disk,Disk,4300
964,7/15/98 15:00,Spokane,WA,Oval,Oval,3862
965,7/15/98 14:30,Dublin,OH,Flash,Flash,1684
966,7/15/98 14:00,New York City (Brooklyn),NY,Other,Other,5932
967,7/15/98 08:00,Columbus,OH,Other,Other,5932
968,7/15/98 05:00,San Bernardino,CA,Light,Light,18879
969,7/15/98 01:30,Council,ID,Triangle,Triangle,8330
970,7/15/98 01:30,Albuquerque,NM,Fireball,Fireball,7536
971,7/15/98 01:00,Rachel,NV,Other,Other,5932
972,7/15/98 01:00,Minneapolis,MN,Disk,Disk,4300
973,7/14/98 23:00,Shanadoah,IA,Triangle,Triangle,8330
974,7/13/98 23:05,Idaho Falls,ID,Triangle,Triangle,8330
975,7/13/98 21:00,Chocowinity,NC,Disk,Disk,4300
976,7/13/98 08:45,Schererville,IN,Sphere,Sphere,5884
977,7/13/98 02:00,San Francisco International Airport,CA,Changing,Changing,2275
978,7/12/98 22:25,Mt. Morris,PA,Light,Light,18879
979,7/12/98 22:00,Angola,NY,Formation,Formation,2864
980,7/12/98 21:45,Salisbury (E Ridge Rd.),NC,Fireball,Fireball,7536
981,7/12/98 20:00,Decatur,AL,Other,Other,5932
982,7/12/98 02:50,Centerville,OH,Light,Light,18879
983,7/11/98 22:43,Franklin Park (60131),IL,Circle,Circle,9315
984,7/11/98 22:20,Chicago,IL,Light,Light,18879
985,7/11/98 17:00,Lincoln,MA,Sphere,Sphere,5884
986,7/11/98 13:35,"Hwy 30, heading west",PA,Other,Other,5932
987,7/11/98 12:00,Medina County,OH,Light,Light,18879
988,7/10/98 22:15,San Angelo,TX,Formation,Formation,2864
989,7/10/98 22:00,Westford,VT,Disk,Disk,4300
990,7/10/98 20:00,Brick,NJ,Sphere,Sphere,5884
991,7/10/98 17:30,Arnold,MO,Light,Light,18879
992,7/10/98 15:00,New Rochelle,NY,Cigar,Cigar,1896
993,7/10/98 00:45,South Prairie,WA,Other,Other,5932
994,7/9/98 21:30,Hubbard,OH,Triangle,Triangle,8330
995,7/9/98 21:30,New York City (Brooklyn),NY,Disk,Disk,4300
996,7/9/98 20:24,Fernley,NV,Triangle,Triangle,8330
997,7/8/98 23:00,West Bloomfield,MI,Other,Other,5932
998,7/8/98 07:30,Albany,NY,Rectangle,Rectangle,1436
999,7/8/98 02:00,Lakin,KS,Triangle,Triangle,8330
1000,7/7/98 23:10,Danville,PA,Sphere,Sphere,5884
1001,7/7/98 22:00,Hull,GA,Oval,Oval,3862
1002,7/7/98 21:00,Livermore,CA,Other,Other,5932
1003,7/7/98 17:00,Denver (above),CO,Sphere,Sphere,5884
1004,7/7/98 01:35,Massillon,OH,Formation,Formation,2864
1005,7/7/98 01:00,Camdenton,MO,Other,Other,5932
1006,7/6/98 17:40,Rapid City,SD,Other,Other,5932
1007,7/6/98 13:30,Elkhart,IN,Cigar,Cigar,1896
1008,7/6/98 01:24,Loomis,WA,Flash,Flash,1684
1009,7/5/98 23:30,Cook,MN,Light,Light,18879
1010,7/5/98 21:00,Portland,ME,Triangle,Triangle,8330
1011,7/5/98 03:00,Panora,IA,Sphere,Sphere,5884
1012,7/5/98 02:00,Manasota Key,FL,Formation,Formation,2864
1013,7/5/98 00:34,"Round Lake Beach, Illinois",IL,Light,Light,18879
1014,7/5/98 00:00,Lake Vermillion,MN,Disk,Disk,4300
1015,7/4/98 23:45,Holland,MI,Light,Light,18879
1016,7/4/98 23:45,Clarkston,MI,Light,Light,18879
1017,7/4/98 23:15,Hillsboro,MO,Sphere,Sphere,5884
1018,7/4/98 23:00,Huntsville,AL,Light,Light,18879
1019,7/4/98 23:00,Boston,MA,Sphere,Sphere,5884
1020,7/4/98 22:55,"Burien (looking SW, three tree point to Vashon Island)",WA,Light,Light,18879
1021,7/4/98 22:30,Nags Head,NC,Light,Light,18879
1022,7/4/98 22:00,Boston,MA,Sphere,Sphere,5884
1023,7/4/98 22:00,Akron,OH,Other,Other,5932
1024,7/4/98 19:00,Fenton,MI,Diamond,Diamond,1313
1025,7/4/98 10:23,Hawii (Waikiki),HI,Light,Light,18879
1026,7/3/98 21:30,Huntsville,AL,Light,Light,18879
1027,7/2/98 04:30,Bluewater Lake,NM,Light,Light,18879
1028,7/1/98 22:00,Lockwood,CA,Cigar,Cigar,1896
1029,7/1/98 20:45,Fresno,CA,Triangle,Triangle,8330
1030,7/1/98 17:20,Casa Grande,AZ,Circle,Circle,9315
1031,7/1/98 02:00,Rapid City,MI,Sphere,Sphere,5884
1032,7/1/98,Roseville,CA,Circle,Circle,9315
1033,8/30/98 04:00,St. Augustine,FL,Triangle,Triangle,8330
1034,8/29/98 21:30,West Salem,OH,Changing,Changing,2275
1035,8/29/98 17:00,San Francisco,CA,Diamond,Diamond,1313
1036,8/28/98 22:30,Frances,WA,Fireball,Fireball,7536
1037,8/28/98 22:25,Mt. Vernon,OR,Fireball,Fireball,7536
1038,8/28/98 19:00,West Islip,NY,Other,Other,5932
1039,8/28/98 05:45,Mobile,AL,Light,Light,18879
1040,8/28/98 05:45,Minneapolis,MN,Sphere,Sphere,5884
1041,8/28/98 02:15,San Diego,CA,Sphere,Sphere,5884
1042,8/27/98 23:00,Villa Nueva State Park,NM,Cigar,Cigar,1896
1043,8/27/98 01:30,Oregon,OH,Fireball,Fireball,7536
1044,8/26/98 23:00,Waterford,MI,Fireball,Fireball,7536
1045,8/26/98 22:00,Mariposa,CA,Fireball,Fireball,7536
1046,8/25/98 13:00,Sandpoint,ID,Disk,Disk,4300
1047,8/24/98 22:00,Landover (Raljon),MD,Diamond,Diamond,1313
1048,8/24/98 20:45,Westfield,MA,Triangle,Triangle,8330
1049,8/24/98 13:00,Albuquerque (Outside of),NM,Triangle,Triangle,8330
1050,8/24/98 06:15,Houston (5 miles south of),TX,Light,Light,18879
1051,8/23/98 11:45,Santa Rosa,CA,Disk,Disk,4300
1052,8/22/98 22:20,Northglenn,CO,Fireball,Fireball,7536
1053,8/22/98 20:00,Telluride,CO,Light,Light,18879
1054,8/22/98 08:50,Osceola,IN,Light,Light,18879
1055,8/22/98 02:00,Madera/Manteca (on the hiway),CA,Other,Other,5932
1056,8/21/98 22:55,Salem,OR,Chevron,Chevron,1041
1057,8/21/98 22:30,"Bishop (remote, High Sierras, above)",CA,Rectangle,Rectangle,1436
1058,8/21/98 21:00,Mt Sterling,IL,Light,Light,18879
1059,8/21/98 03:00,Woodbridge,VA,Triangle,Triangle,8330
1060,8/20/98 23:30,Centreville,VA,Sphere,Sphere,5884
1061,8/20/98 23:30,High Ridge,MO,Flash,Flash,1684
1062,8/20/98 22:30,Gobles,MI,Disk,Disk,4300
1063,8/20/98 22:30,Illwaco,WA,Light,Light,18879
1064,8/20/98 19:00,Marysville,WA,Triangle,Triangle,8330
1065,8/20/98 15:00,Oxnard,CA,Triangle,Triangle,8330
1066,8/20/98 00:00,San Antonio,TX,Fireball,Fireball,7536
1067,8/19/98 23:40,Des Moines,WA,Sphere,Sphere,5884
1068,8/19/98 21:45,Reno,NV,Light,Light,18879
1069,8/19/98 21:45,Reno,NV,Light,Light,18879
1070,8/19/98 21:28,Flagstaff,AZ,Fireball,Fireball,7536
1071,8/19/98 10:00,Dania,FL,Disk,Disk,4300
1072,8/19/98 00:00,Albuquerque,NM,Light,Light,18879
1073,8/18/98 21:15,Silverhill,AL,Disk,Disk,4300
1074,8/17/98 22:30,Darien,NY,Triangle,Triangle,8330
1075,8/17/98 21:50,Friendswoods,TX,Diamond,Diamond,1313
1076,8/17/98 21:00,Beacon Falls,CT,Light,Light,18879
1077,8/17/98 14:10,North Plains,OR,Oval,Oval,3862
1078,8/17/98 08:00,El Dorado,KS,Circle,Circle,9315
1079,8/16/98 23:15,"Gridley (10 miles N of, and 20 miles SE Chico)",CA,Flash,Flash,1684
1080,8/16/98 01:30,San Juan Islands,WA,Cigar,Cigar,1896
1081,8/15/98 23:30,New York City (JFK International Airport),NY,Light,Light,18879
1082,8/15/98 23:30,Crestline (Silverwood Lake),CA,Triangle,Triangle,8330
1083,8/15/98 23:00,Annapolis,MD,Triangle,Triangle,8330
1084,8/15/98 22:45,Pontiac,MI,Light,Light,18879
1085,8/15/98 22:15,Simi Valley,CA,Light,Light,18879
1086,8/15/98 20:15,Thomasville,NC,Sphere,Sphere,5884
1087,8/15/98 19:00,Everett,WA,Sphere,Sphere,5884
1088,8/15/98 17:30,San Fernando,CA,Triangle,Triangle,8330
1089,8/15/98 17:00,Tracy (near; on I-5; close to Gilroy),CA,Circle,Circle,9315
1090,8/15/98 12:00,Everett,WA,Other,Other,5932
1091,8/15/98 11:00,Perryville,MO,Fireball,Fireball,7536
1092,8/15/98 02:00,Logan,UT,Triangle,Triangle,8330
1093,8/15/98 01:30,Janesville,WI,Light,Light,18879
1094,8/15/98 01:00,Highlands Ranch,CO,Flash,Flash,1684
1095,8/15/98,Deshler,OH,Rectangle,Rectangle,1436
1096,8/14/98 22:00,Seattle,WA,Rectangle,Rectangle,1436
1097,8/14/98 16:00,Burlington,ND,Fireball,Fireball,7536
1098,8/14/98 03:15,The Dalles,OR,Fireball,Fireball,7536
1099,8/14/98,Blewett Pass-top of mountain pass,WA,Light,Light,18879
1100,8/13/98 22:30,Erie,PA,Circle,Circle,9315
1101,8/13/98 22:00,Coarsegold,CA,Triangle,Triangle,8330
1102,8/13/98 21:43,New Riegel,OH,Other,Other,5932
1103,8/13/98 19:45,Plainview,NY,Light,Light,18879
1104,8/13/98 10:10,Jeannette,PA,Changing,Changing,2275
1105,8/13/98 04:13,Belvidere (5 miles north of),IL,Flash,Flash,1684
1106,8/13/98 03:00,Hampton,NH,Circle,Circle,9315
1107,8/13/98 02:00,Lake Alpine,CA,Sphere,Sphere,5884
1108,8/13/98 01:00,Tuskegee National Forest @ HWY 85,AL,Disk,Disk,4300
1109,8/13/98,Midland,TX,Disk,Disk,4300
1110,8/12/98 22:24,Bothell,WA,Disk,Disk,4300
1111,8/12/98 21:30,Fair Lawn,NJ,Oval,Oval,3862
1112,8/12/98 21:09,San Marcos,CA,Oval,Oval,3862
1113,8/12/98 03:15,Cleveland (above cei plant. public power.),OH,Diamond,Diamond,1313
1114,8/12/98 00:30,Ettrick,WI,Circle,Circle,9315
1115,8/11/98 00:15,Mandan,ND,Disk,Disk,4300
1116,8/10/98 23:30,Georgetown,TX,Changing,Changing,2275
1117,8/10/98 22:00,Trabuco,CA,Light,Light,18879
1118,8/10/98 22:00,Modesto,CA,Triangle,Triangle,8330
1119,8/10/98 22:00,Harrisburg,PA,Triangle,Triangle,8330
1120,8/10/98 21:40,Seattle,WA,Circle,Circle,9315
1121,8/10/98 21:30,Sedona,AZ,Light,Light,18879
1122,8/10/98 21:30,Center Harbor,NH,Light,Light,18879
1123,8/10/98 17:00,West. Simsbury,CT,Other,Other,5932
1124,8/10/98 15:00,Otis,OR,Sphere,Sphere,5884
1125,8/10/98 06:00,Albuquerque,NM,Fireball,Fireball,7536
1126,8/10/98 01:00,Big Pine,CA,Light,Light,18879
1127,8/9/98 23:20,Lompoc,CA,Circle,Circle,9315
1128,8/9/98 11:00,Birkshire County,MA,Changing,Changing,2275
1129,8/9/98,Grayling,MI,Sphere,Sphere,5884
1130,8/8/98 21:30,Chatsworth (Fort Mountain),GA,Circle,Circle,9315
1131,8/8/98 20:00,San Leandro,CA,Chevron,Chevron,1041
1132,8/8/98 09:30,Tacoma,WA,Other,Other,5932
1133,8/7/98 19:00,Lenoir City,TN,Other,Other,5932
1134,8/7/98 14:00,Dickson City,PA,Chevron,Chevron,1041
1135,8/7/98 00:00,Casa Grande,AZ,Triangle,Triangle,8330
1136,8/7/98 00:00,Casa Grande,AZ,Triangle,Triangle,8330
1137,8/5/98 23:45,Grand Junction (west of),CO,Light,Light,18879
1138,8/5/98 21:00,East Machias,ME,Light,Light,18879
1139,8/5/98 01:00,Newton,KS,Formation,Formation,2864
1140,8/3/98 21:29,Portland,OR,Light,Light,18879
1141,8/3/98 17:53,El Paso,TX,Fireball,Fireball,7536
1142,8/3/98 17:30,El Paso,TX,Light,Light,18879
1143,8/3/98 00:00,Salem,MA,Changing,Changing,2275
1144,8/2/98 23:30,Richmond,VA,Sphere,Sphere,5884
1145,8/2/98 15:00,Huntington Beach,CA,Disk,Disk,4300
1146,8/1/98 00:00,Pittsburgh (on I-79),PA,Triangle,Triangle,8330
1147,8/1/98 23:00,Albuquerque,NM,Triangle,Triangle,8330
1148,8/1/98 22:30,Big Sur (Monterey Co.),CA,Cigar,Cigar,1896
1149,8/1/98 22:30,Lincoln,NE,Light,Light,18879
1150,8/1/98 22:30,Olean,NY,Light,Light,18879
1151,8/1/98 22:30,Minocqua,WI,Sphere,Sphere,5884
1152,8/1/98 21:00,Litchfield,IL,Other,Other,5932
1153,8/1/98 20:45,St. Louis,MO,Light,Light,18879
1154,8/1/98 20:00,Brigantine,NJ,Light,Light,18879
1155,8/1/98 14:00,Fort Sill,OK,Cylinder,Cylinder,1370
1156,8/1/98 03:00,Chicago,IL,Light,Light,18879
1157,8/1/98 00:30,Excelsior Springs/Kearney (between),MO,Sphere,Sphere,5884
1158,8/1/98 00:00,Binghamton,NY,Sphere,Sphere,5884
1159,8/1/98,Provincetown (Cape Cod),MA,Light,Light,18879
1160,9/30/98 21:00,Herman,MO,Triangle,Triangle,8330
1161,9/30/98 01:00,Tucson,AZ,Light,Light,18879
1162,9/29/98 20:15,Rochester,NY,Fireball,Fireball,7536
1163,9/29/98 19:25,Wauconda,WA,Fireball,Fireball,7536
1164,9/29/98 18:44,Yuma,AZ,Fireball,Fireball,7536
1165,9/29/98 06:15,Arlington,TX,Formation,Formation,2864
1166,9/28/98 21:30,Fair Lawn,NJ,Triangle,Triangle,8330
1167,9/28/98 21:30,Mesa,AZ,Triangle,Triangle,8330
1168,9/28/98 20:00,Agawam,MA,Oval,Oval,3862
1169,9/28/98 14:30,Crystal Falls,MI,Light,Light,18879
1170,9/28/98 04:39,Cincinnati,OH,Fireball,Fireball,7536
1171,9/28/98 04:35,Austin,TX,Triangle,Triangle,8330
1172,9/27/98 23:35,Burien,WA,Triangle,Triangle,8330
1173,9/27/98 16:15,"Johnson Creek (Near; on I-94 east, heading toward Milwaukee)",WI,Sphere,Sphere,5884
1174,9/27/98 01:15,Mesquite,TX,Triangle,Triangle,8330
1175,9/27/98,Redmond,WA,Circle,Circle,9315
1176,9/26/98 23:30,Steilacoom,WA,Fireball,Fireball,7536
1177,9/26/98 23:00,Fort Collins,CO,Triangle,Triangle,8330
1178,9/26/98 22:30,San Jose,CA,Formation,Formation,2864
1179,9/26/98 21:45,Athens (near),GA,Circle,Circle,9315
1180,9/26/98 20:15,Littleton,CO,Other,Other,5932
1181,9/26/98 19:03,Lochbuie/Brighton,CO,Other,Other,5932
1182,9/26/98 13:00,Castle Peak Summit (9300'),CA,Disk,Disk,4300
1183,9/26/98 12:30,Pleasant Hill,CA,Light,Light,18879
1184,9/26/98 09:30,Mt. Vernon,NY,Oval,Oval,3862
1185,9/26/98 03:05,Rock Springs,WY,Fireball,Fireball,7536
1186,9/26/98 02:25,"Grand Mound (2 miles west of, on Highway 30)",IA,Other,Other,5932
1187,9/26/98 01:00,Phoenix,AZ,Sphere,Sphere,5884
1188,9/26/98 00:00,Warwick,RI,Circle,Circle,9315
1189,9/26/98 00:00,Roslyn,WA,Formation,Formation,2864
1190,9/26/98,Bishop/Benton,CA,Fireball,Fireball,7536
1191,9/25/98 23:40,San Diego North County (Mira Mesa),CA,Sphere,Sphere,5884
1192,9/25/98 23:00,Bellevue/Redmond,WA,Rectangle,Rectangle,1436
1193,9/25/98 21:35,Fort Lewis,WA,Fireball,Fireball,7536
1194,9/25/98 21:25,Silverdale (near Seattle) Across from NSB Bangor (Trident Su,WA,Fireball,Fireball,7536
1195,9/25/98 21:25,Monroe,WA,Fireball,Fireball,7536
1196,9/25/98 12:15,Fire Island Pines (off Great South Bay),NY,Cylinder,Cylinder,1370
1197,9/25/98 05:41,Memphis,TN,Flash,Flash,1684
1198,9/25/98 04:40,Sunrise Beach,TX,Disk,Disk,4300
1199,9/25/98 00:40,"Milwaukee (80 Miles NW of, 6000ft MSL)",WI,Oval,Oval,3862
1200,9/25/98,Marysville,OH,Disk,Disk,4300
1201,9/24/98 23:59,Wyola,MT,Disk,Disk,4300
1202,9/24/98 22:35,North Pole,AK,Sphere,Sphere,5884
1203,9/24/98 22:30,New York City,NY,Fireball,Fireball,7536
1204,9/24/98 22:15,Modesto (North of),CA,Light,Light,18879
1205,9/24/98 22:00,Huntington Beach,CA,Fireball,Fireball,7536
1206,9/24/98 20:15,Longmont,CO,Disk,Disk,4300
1207,9/24/98 01:30,"Harrisburg (south of, on I-83 between Exits 11 & 10)",PA,Fireball,Fireball,7536
1208,9/24/98 01:30,Bowling Green,OH,Flash,Flash,1684
1209,9/24/98 00:15,"Sheridan (10 miles South of, at the Sheridan Pipeline)",WY,Other,Other,5932
1210,9/23/98 23:20,Rochester,NY,Sphere,Sphere,5884
1211,9/23/98 23:10,Mukilteo,WA,Light,Light,18879
1212,9/23/98 22:50,Bellevue,WA,Fireball,Fireball,7536
1213,9/23/98 22:49,Puyallup,WA,Other,Other,5932
1214,9/23/98 22:45,Castaic,CA,Cigar,Cigar,1896
1215,9/23/98 21:45,Houston,TX,Fireball,Fireball,7536
1216,9/23/98 21:35,Browns Valley (Oregon House),CA,Sphere,Sphere,5884
1217,9/23/98 21:20,Renton,WA,Fireball,Fireball,7536
1218,9/23/98 21:15,Poway,CA,Fireball,Fireball,7536
1219,9/23/98 21:15,Kent,WA,Oval,Oval,3862
1220,9/23/98 21:11,Everett,WA,Fireball,Fireball,7536
1221,9/23/98 21:10,Tacoma (southwest of),WA,Fireball,Fireball,7536
1222,9/23/98 21:10,Seattle,WA,Fireball,Fireball,7536
1223,9/23/98 21:10,Vancouver,WA,Fireball,Fireball,7536
1224,9/23/98 21:10,Bothell,WA,Fireball,Fireball,7536
1225,9/23/98 21:10,Scottsdale,AZ,Fireball,Fireball,7536
1226,9/23/98 21:10,Poulsbo (North of),WA,Fireball,Fireball,7536
1227,9/23/98 21:10,Bothell (south of),WA,Light,Light,18879
1228,9/23/98 21:10,Bayview,WA,Fireball,Fireball,7536
1229,9/23/98 21:05,Enumclaw,WA,Other,Other,5932
1230,9/23/98 21:05,Fort Worth,TX,Fireball,Fireball,7536
1231,9/23/98 21:00,Winston,OR,Light,Light,18879
1232,9/23/98 21:00,Everett,WA,Fireball,Fireball,7536
1233,9/23/98 21:00,Houston,TX,Fireball,Fireball,7536
1234,9/23/98 21:00,Austin,TX,Disk,Disk,4300
1235,9/23/98 20:55,Hollywood,CA,Fireball,Fireball,7536
1236,9/23/98 20:11,Salem,OR,Sphere,Sphere,5884
1237,9/23/98 18:35,Portland,OR,Other,Other,5932
1238,9/23/98 13:59,Westborough,MA,Sphere,Sphere,5884
1239,9/23/98 10:30,"Anson (just east of, on Hwy 180)",TX,Fireball,Fireball,7536
1240,9/23/98 09:30,Bedford,VA,Disk,Disk,4300
1241,9/23/98 04:50,Schenectady,NY,Sphere,Sphere,5884
1242,9/23/98 04:00,Los Angeles,CA,Chevron,Chevron,1041
1243,9/23/98 02:40,Bellevue (north of),WA,Fireball,Fireball,7536
1244,9/23/98 00:45,Plymouth,WI,Circle,Circle,9315
1245,9/23/98,San Fernando Valley,CA,Other,Other,5932
1246,9/23/98,Adrian/Jackson (between),MI,Fireball,Fireball,7536
1247,9/23/98,Deerhorn Valley/Jamul,CA,Light,Light,18879
1248,9/22/98 23:55,Ladson,SC,Sphere,Sphere,5884
1249,9/22/98 23:15,Highlands Ranch,CO,Other,Other,5932
1250,9/22/98 22:00,Cedar Crest,NM,Fireball,Fireball,7536
1251,9/22/98 21:30,New Berlin,WI,Chevron,Chevron,1041
1252,9/22/98 21:30,Doylestown (near),PA,Other,Other,5932
1253,9/22/98 20:00,Fargo,ND,Triangle,Triangle,8330
1254,9/22/98 17:00,Poway,CA,Cylinder,Cylinder,1370
1255,9/22/98 04:45,Colorado Springs,CO,Fireball,Fireball,7536
1256,9/22/98 03:00,Big Lake,AK,Light,Light,18879
1257,9/22/98 00:10,Westland,MI,Triangle,Triangle,8330
1258,9/22/98 00:10,Austin,TX,Triangle,Triangle,8330
1259,9/21/98 21:00,Dearborn,MI,Other,Other,5932
1260,9/21/98 20:00,Bermuda Dunes,CA,Formation,Formation,2864
1261,9/21/98 19:40,Sedona ( Village of Oak Creek),AZ,Oval,Oval,3862
1262,9/21/98 19:25,Sedona,AZ,Other,Other,5932
1263,9/21/98 19:00,Redding,CA,Light,Light,18879
1264,9/21/98 17:10,Bakersfield,CA,Changing,Changing,2275
1265,9/21/98 15:00,Bodie (State Historic Park),CA,Sphere,Sphere,5884
1266,9/20/98 22:30,Bothell (northern sky),WA,Circle,Circle,9315
1267,9/20/98 22:20,Rosemead,CA,Disk,Disk,4300
1268,9/20/98 22:00,Centreville,VA,Light,Light,18879
1269,9/20/98 14:00,Tukwila,WA,Sphere,Sphere,5884
1270,9/20/98 10:30,Tolono,IL,Circle,Circle,9315
1271,9/20/98 05:50,Las Vegas,NV,Other,Other,5932
1272,9/19/98 21:00,Scottsdale,AZ,Disk,Disk,4300
1273,9/19/98 21:00,Seattle,WA,Disk,Disk,4300
1274,9/19/98 00:00,Boulder City,NV,Triangle,Triangle,8330
1275,9/18/98 23:51,Castaic,CA,Fireball,Fireball,7536
1276,9/18/98 22:25,Salt Lake City,UT,Triangle,Triangle,8330
1277,9/18/98 21:30,Del Mar,CA,Fireball,Fireball,7536
1278,9/18/98 21:00,Diamond Bar,CA,Oval,Oval,3862
1279,9/18/98 19:00,Ashland,KY,Oval,Oval,3862
